1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,2
15,4
16,0
17,1
18,0
19,0
20,0
21,0
22,1
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,1
38,1
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,3
55,0
56,0
57,0
58,1
59,0
60,0
61,0
62,1
63,0
64,0
65,0
66,0
67,1
68,0
69,1
70,0
71,0
72,0
73,2
74,0
75,1
76,0
77,1
78,2
79,0
80,1
81,0
82,2
83,0
84,1
85,1
86,0
87,0
88,2
89,3
90,1
91,0
92,0
93,1
94,1
95,0
96,0
97,1
98,0
99,2
100,0
101,2
102,1
103,1
104,0
105,0
106,1
107,1
108,0
109,2
110,1
111,0
112,1
113,1
114,1
115,2
116,2
117,2
118,2
119,8
120,2
121,1
122,0
123,1
124,2
125,5
126,0
127,1
128,0
129,0
130,1
131,0
132,0
133,1
134,1
135,0
136,0
137,1
138,2
139,0
140,1
141,0
142,6
143,0
144,1
145,1
146,0
147,2
148,2
149,1
150,5
151,3
152,1
153,1
154,0
155,1
156,2
157,2
158,1
159,2
160,1
161,5
162,4
163,2
164,2
165,3
166,6
167,1
168,1
169,7
170,0
171,2
172,2
173,2
174,5
175,0
176,8
177,1
178,2
179,0
180,0
181,0
182,1
183,0
184,5
185,0
186,3
187,2
188,2
189,12
190,3
191,1
192,0
193,6
194,3
195,11
196,2
197,8
198,3
199,17
200,7
201,2
202,1
203,15
204,29
205,20
206,20
207,8
208,2
209,2
210,7
211,2
212,3
213,0
214,4
215,27
216,4
217,7
218,2
219,4
220,2
221,5
222,1
223,3
224,1
225,5
226,3
227,1
228,12
229,35
230,2
231,2
232,0
233,2
234,12
235,2
236,3
237,2
238,1
239,2
240,1
241,0
242,11
243,10
244,58
245,22
246,5
247,21
248,3
249,1
250,116
